Device Type,GPS Coordinates,Panic Button Activation,Incident Type,Response Time (minutes),Response Outcome,Date,Time,Day,Location Type,Age,Emergency Contact Status
Mobile,"(15.606113, 80.083401)",No,Teasing,16,Unresolved,06-06-2024,03:12,Thursday,Safe Zone,35,Notified with Confirmation
Mobile,"(15.566125, 80.020441)",No,Assault,28,Resolved,05-08-2024,21:15,Monday,Moderate-risk Zone,19,Notified with Delay
Mobile,"(15.657874, 80.10139)",Yes,Assault,29,Unresolved,12-10-2024,09:00,Saturday,Moderate-risk Zone,30,Notified with Delay
Panic Button Device,"(15.58406, 80.052155)",No,Teasing,12,In Progress,07-02-2024,10:33,Wednesday,High-risk Zone,40,Notified
Smartwatch,"(15.658121, 80.077104)",No,Teasing,3,Unresolved,12-09-2024,07:53,Thursday,Safe Zone,31,Notified
Smartwatch,"(15.631285, 80.176389)",Yes,Assault,28,In Progress,30-10-2024,15:29,Wednesday,Safe Zone,34,Notified with Delay
Smartwatch,"(15.613987, 80.04236)",No,Teasing,6,In Progress,20-04-2024,07:11,Saturday,Moderate-risk Zone,35,Notified
Panic Button Device,"(15.573612, 80.118076)",Yes,Assault,15,Unresolved,10-02-2024,16:35,Saturday,Moderate-risk Zone,35,Notified with Delay
Smartwatch,"(15.524919, 80.185602)",Yes,Teasing,22,Resolved,15-02-2024,14:50,Thursday,High-risk Zone,22,Notified with Delay
Mobile,"(15.533708, 80.0353)",No,Assault,26,Resolved,24-08-2024,10:12,Saturday,Moderate-risk Zone,21,Notified with Confirmation
Smartwatch,"(15.689897, 80.170269)",No,Teasing,30,Unresolved,02-06-2024,16:03,Sunday,Safe Zone,27,Notified
Panic Button Device,"(15.585827, 80.154292)",Yes,Teasing,4,Resolved,25-03-2024,21:42,Monday,Moderate-risk Zone,41,Notified with Confirmation
Smartwatch,"(15.530568, 80.095833)",No,Assault,27,Unresolved,16-12-2024,12:03,Monday,Safe Zone,26,Notified
Mobile,"(15.622586, 80.015499)",Yes,Assault,2,In Progress,15-04-2024,04:01,Monday,Moderate-risk Zone,43,Notified with Confirmation
Panic Button Device,"(15.544594, 80.147054)",No,Assault,5,Resolved,06-08-2024,10:45,Tuesday,Moderate-risk Zone,33,Notified with Delay
Mobile,"(15.532948, 80.065433)",Yes,Assault,26,Unresolved,01-11-2024,10:56,Friday,Moderate-risk Zone,27,Notified with Confirmation
Smartwatch,"(15.621452, 80.049781)",No,Teasing,6,Unresolved,22-11-2024,06:54,Friday,Safe Zone,33,Notified with Confirmation
Panic Button Device,"(15.547375, 80.015536)",No,Teasing,7,Unresolved,18-03-2024,04:55,Monday,High-risk Zone,44,Notified with Delay
Mobile,"(15.592227, 80.11515)",Yes,Assault,29,In Progress,25-02-2024,18:16,Sunday,Moderate-risk Zone,43,Notified
Smartwatch,"(15.561685, 80.178208)",Yes,Teasing,23,Unresolved,17-02-2024,10:29,Saturday,Moderate-risk Zone,16,Notified with Delay
Panic Button Device,"(15.564656, 80.135926)",Yes,Teasing,3,In Progress,27-08-2024,19:26,Tuesday,Safe Zone,45,Notified with Delay
Panic Button Device,"(15.512698, 80.176485)",Yes,Assault,30,In Progress,24-05-2024,22:28,Friday,Moderate-risk Zone,44,Notified
Panic Button Device,"(15.522136, 80.179592)",Yes,Teasing,27,Resolved,01-05-2024,01:06,Wednesday,High-risk Zone,31,Notified
Panic Button Device,"(15.543818, 80.093601)",No,Teasing,11,Unresolved,05-05-2024,12:12,Sunday,Safe Zone,40,Notified with Confirmation
Panic Button Device,"(15.687352, 80.089128)",Yes,Teasing,19,Resolved,18-12-2024,01:31,Wednesday,Safe Zone,26,Notified with Confirmation
Panic Button Device,"(15.610505, 80.166813)",No,Assault,7,In Progress,21-01-2024,21:54,Sunday,Moderate-risk Zone,27,Notified with Confirmation
Smartwatch,"(15.631725, 80.14787)",Yes,Assault,22,Resolved,09-06-2024,22:07,Sunday,Safe Zone,23,Notified with Delay
Mobile,"(15.575309, 80.19225)",No,Teasing,3,Resolved,08-07-2024,21:39,Monday,Safe Zone,22,Notified
Panic Button Device,"(15.598982, 80.199052)",Yes,Teasing,24,In Progress,04-08-2024,11:04,Sunday,High-risk Zone,28,Notified with Delay
Smartwatch,"(15.674962, 80.14405)",No,Teasing,21,In Progress,13-06-2024,14:07,Thursday,High-risk Zone,20,Notified with Delay
Panic Button Device,"(15.635941, 80.063775)",Yes,Assault,3,In Progress,12-05-2024,18:46,Sunday,Safe Zone,45,Notified with Confirmation
Mobile,"(15.539567, 80.127664)",Yes,Teasing,29,Unresolved,12-12-2024,19:26,Thursday,Safe Zone,26,Notified
Mobile,"(15.680336, 80.088469)",No,Teasing,28,In Progress,13-07-2024,11:23,Saturday,High-risk Zone,15,Notified with Confirmation
Panic Button Device,"(15.621356, 80.082712)",No,Teasing,11,In Progress,23-04-2024,21:47,Tuesday,High-risk Zone,42,Notified
Mobile,"(15.691351, 80.157454)",Yes,Teasing,17,In Progress,28-06-2024,11:29,Friday,Moderate-risk Zone,17,Notified with Delay
Smartwatch,"(15.678351, 80.188212)",No,Assault,29,In Progress,09-09-2024,08:39,Monday,Moderate-risk Zone,29,Notified with Delay
Panic Button Device,"(15.592483, 80.172727)",Yes,Teasing,22,Unresolved,23-08-2024,19:04,Friday,Moderate-risk Zone,34,Notified with Confirmation
Smartwatch,"(15.523668, 80.114305)",Yes,Teasing,21,Resolved,30-10-2024,04:49,Wednesday,Moderate-risk Zone,15,Notified with Confirmation
Panic Button Device,"(15.574428, 80.171239)",No,Teasing,11,Unresolved,15-11-2024,20:24,Friday,Safe Zone,45,Notified
Smartwatch,"(15.694226, 80.003426)",Yes,Assault,14,Resolved,07-10-2024,04:06,Monday,High-risk Zone,20,Notified with Delay
Panic Button Device,"(15.544962, 80.176407)",Yes,Teasing,9,Resolved,26-04-2024,08:41,Friday,Safe Zone,24,Notified with Delay
Panic Button Device,"(15.625202, 80.014981)",No,Teasing,18,Resolved,09-08-2024,21:24,Friday,High-risk Zone,31,Notified with Delay
Mobile,"(15.682624, 80.187998)",Yes,Teasing,25,Resolved,29-04-2024,19:38,Monday,Safe Zone,26,Notified
Smartwatch,"(15.652987, 80.109116)",No,Teasing,20,In Progress,03-03-2024,10:19,Sunday,High-risk Zone,15,Notified with Confirmation
Mobile,"(15.615005, 80.139834)",No,Assault,20,In Progress,21-04-2024,12:15,Sunday,High-risk Zone,25,Notified with Confirmation
Panic Button Device,"(15.678806, 80.15396)",No,Teasing,6,Resolved,27-11-2024,20:27,Wednesday,Safe Zone,21,Notified
Panic Button Device,"(15.502909, 80.02416)",No,Assault,3,Unresolved,18-11-2024,09:19,Monday,Safe Zone,27,Notified with Confirmation
Smartwatch,"(15.580031, 80.032994)",Yes,Teasing,20,Unresolved,14-04-2024,05:23,Sunday,Safe Zone,20,Notified with Delay
Smartwatch,"(15.55256, 80.197599)",No,Assault,24,Resolved,11-01-2024,00:33,Thursday,High-risk Zone,45,Notified
Panic Button Device,"(15.569246, 80.129234)",No,Teasing,28,Resolved,19-05-2024,08:51,Sunday,Moderate-risk Zone,42,Notified with Confirmation
Mobile,"(15.683635, 80.007873)",No,Assault,12,Unresolved,24-08-2024,08:20,Saturday,Moderate-risk Zone,19,Notified
Smartwatch,"(15.690646, 80.146332)",Yes,Assault,11,Unresolved,12-04-2024,06:22,Friday,Moderate-risk Zone,16,Notified with Confirmation
Smartwatch,"(15.655428, 80.175048)",No,Assault,5,Unresolved,01-01-2024,18:29,Monday,Safe Zone,43,Notified with Confirmation
Mobile,"(15.549941, 80.068467)",Yes,Teasing,8,In Progress,20-09-2024,09:35,Friday,Moderate-risk Zone,15,Notified
Smartwatch,"(15.587557, 80.034464)",No,Assault,5,Resolved,08-02-2024,00:17,Thursday,Safe Zone,29,Notified
Mobile,"(15.579689, 80.199591)",No,Assault,25,Resolved,31-10-2024,09:09,Thursday,Moderate-risk Zone,41,Notified with Delay
Panic Button Device,"(15.668178, 80.021559)",Yes,Teasing,28,Resolved,24-10-2024,20:24,Thursday,Moderate-risk Zone,36,Notified with Delay
Panic Button Device,"(15.582427, 80.134898)",No,Assault,17,Unresolved,17-06-2024,06:27,Monday,Moderate-risk Zone,25,Notified with Confirmation
Mobile,"(15.576519, 80.196437)",Yes,Teasing,14,In Progress,11-06-2024,21:03,Tuesday,Safe Zone,28,Notified
Smartwatch,"(15.563293, 80.11763)",Yes,Teasing,6,Resolved,30-03-2024,01:19,Saturday,Safe Zone,15,Notified
Smartwatch,"(15.619732, 80.073434)",Yes,Teasing,23,Resolved,13-07-2024,22:17,Saturday,High-risk Zone,39,Notified with Confirmation
Smartwatch,"(15.662457, 80.028083)",Yes,Teasing,29,Resolved,20-05-2024,08:35,Monday,High-risk Zone,38,Notified
Mobile,"(15.526679, 80.001338)",No,Assault,16,In Progress,11-08-2024,22:45,Sunday,High-risk Zone,27,Notified with Confirmation
Mobile,"(15.697892, 80.112661)",Yes,Teasing,24,In Progress,26-10-2024,16:37,Saturday,High-risk Zone,40,Notified with Confirmation
Smartwatch,"(15.583358, 80.142655)",No,Teasing,15,Resolved,27-08-2024,19:30,Tuesday,Safe Zone,34,Notified
Mobile,"(15.57208, 80.164902)",No,Assault,24,In Progress,21-03-2024,11:26,Thursday,High-risk Zone,39,Notified
Smartwatch,"(15.552433, 80.115374)",No,Teasing,5,Resolved,21-05-2024,13:11,Tuesday,High-risk Zone,25,Notified with Confirmation
Panic Button Device,"(15.573888, 80.171691)",No,Teasing,5,Unresolved,26-08-2024,20:16,Monday,Moderate-risk Zone,33,Notified with Confirmation
Mobile,"(15.689658, 80.097423)",Yes,Teasing,24,Resolved,26-03-2024,03:35,Tuesday,Safe Zone,44,Notified
Mobile,"(15.675538, 80.093588)",Yes,Teasing,3,Unresolved,21-11-2024,02:45,Thursday,High-risk Zone,18,Notified with Delay
Smartwatch,"(15.616319, 80.08087)",No,Teasing,10,Unresolved,07-12-2024,17:03,Saturday,Safe Zone,42,Notified with Confirmation
Panic Button Device,"(15.592605, 80.1594)",Yes,Teasing,10,In Progress,02-07-2024,08:30,Tuesday,High-risk Zone,40,Notified with Confirmation
Mobile,"(15.596808, 80.095569)",No,Assault,19,Resolved,23-10-2024,06:08,Wednesday,Moderate-risk Zone,29,Notified with Delay
Smartwatch,"(15.666316, 80.082103)",No,Assault,7,In Progress,28-09-2024,15:53,Saturday,Safe Zone,34,Notified with Confirmation
Smartwatch,"(15.669532, 80.035925)",No,Teasing,3,In Progress,14-11-2024,11:29,Thursday,High-risk Zone,15,Notified with Delay
Mobile,"(15.583278, 80.083408)",Yes,Teasing,7,Unresolved,13-07-2024,21:16,Saturday,High-risk Zone,43,Notified with Confirmation
Mobile,"(15.538568, 80.022409)",No,Teasing,10,Resolved,18-01-2024,20:16,Thursday,Safe Zone,36,Notified
Smartwatch,"(15.682994, 80.009932)",Yes,Assault,29,Resolved,24-05-2024,21:32,Friday,Safe Zone,28,Notified with Delay
Smartwatch,"(15.581897, 80.001835)",Yes,Assault,28,In Progress,30-08-2024,13:55,Friday,Moderate-risk Zone,17,Notified with Confirmation
Mobile,"(15.512721, 80.091483)",No,Teasing,14,In Progress,22-02-2024,01:25,Thursday,Safe Zone,27,Notified with Delay
Panic Button Device,"(15.544574, 80.107232)",Yes,Assault,2,In Progress,10-07-2024,21:40,Wednesday,Moderate-risk Zone,42,Notified with Confirmation
Panic Button Device,"(15.523263, 80.167467)",No,Teasing,15,Unresolved,04-03-2024,21:46,Monday,Moderate-risk Zone,19,Notified
Panic Button Device,"(15.643085, 80.135437)",Yes,Assault,9,Unresolved,04-09-2024,19:26,Wednesday,High-risk Zone,42,Notified with Confirmation
Smartwatch,"(15.675535, 80.150821)",No,Teasing,8,Resolved,13-06-2024,14:50,Thursday,High-risk Zone,24,Notified with Delay
Mobile,"(15.523329, 80.043357)",No,Assault,7,In Progress,22-01-2024,03:24,Monday,Moderate-risk Zone,21,Notified with Delay
Mobile,"(15.547277, 80.14287)",Yes,Assault,20,Unresolved,13-11-2024,03:19,Wednesday,Moderate-risk Zone,36,Notified
Panic Button Device,"(15.67051, 80.004729)",Yes,Teasing,21,In Progress,23-12-2024,07:18,Monday,Moderate-risk Zone,27,Notified with Confirmation
Panic Button Device,"(15.529411, 80.145987)",No,Assault,3,In Progress,12-11-2024,06:37,Tuesday,Moderate-risk Zone,24,Notified with Delay
Smartwatch,"(15.595464, 80.045256)",No,Assault,23,Unresolved,04-03-2024,03:53,Monday,Safe Zone,38,Notified with Confirmation
Mobile,"(15.523955, 80.126039)",No,Teasing,17,In Progress,22-02-2024,18:30,Thursday,High-risk Zone,36,Notified with Delay
Panic Button Device,"(15.64908, 80.06638)",Yes,Assault,13,In Progress,04-12-2024,20:58,Wednesday,High-risk Zone,43,Notified with Confirmation
Mobile,"(15.674392, 80.039428)",Yes,Assault,21,Resolved,05-02-2024,06:05,Monday,High-risk Zone,22,Notified with Delay
Smartwatch,"(15.538772, 80.107187)",No,Teasing,7,Unresolved,23-07-2024,14:55,Tuesday,Safe Zone,21,Notified
Smartwatch,"(15.589903, 80.109687)",No,Assault,5,Resolved,20-09-2024,10:57,Friday,Safe Zone,18,Notified with Confirmation
Panic Button Device,"(15.536037, 80.156185)",No,Teasing,19,In Progress,23-09-2024,03:21,Monday,High-risk Zone,38,Notified with Confirmation
Panic Button Device,"(15.68287, 80.106105)",No,Teasing,20,Unresolved,22-06-2024,21:10,Saturday,Moderate-risk Zone,29,Notified with Delay
Panic Button Device,"(15.559618, 80.122003)",No,Assault,13,Unresolved,08-07-2024,11:40,Monday,Safe Zone,20,Notified with Delay
Smartwatch,"(15.600496, 80.046658)",No,Teasing,23,In Progress,13-08-2024,08:10,Tuesday,Moderate-risk Zone,35,Notified with Confirmation
Mobile,"(15.577006, 80.159864)",Yes,Assault,27,Resolved,27-10-2024,03:43,Sunday,High-risk Zone,41,Notified with Confirmation
Mobile,"(15.574502, 80.179685)",Yes,Teasing,19,Resolved,14-11-2024,17:15,Thursday,High-risk Zone,36,Notified with Delay
Mobile,"(15.69828, 80.155758)",Yes,Teasing,2,Resolved,18-12-2024,03:51,Wednesday,Moderate-risk Zone,32,Notified
Smartwatch,"(15.54529, 80.046598)",No,Teasing,16,In Progress,27-07-2024,07:53,Saturday,Moderate-risk Zone,31,Notified with Confirmation
Smartwatch,"(15.613887, 80.031909)",No,Assault,24,Unresolved,22-07-2024,00:45,Monday,Safe Zone,25,Notified with Confirmation
Mobile,"(15.543617, 80.140135)",No,Assault,21,Resolved,04-12-2024,09:13,Wednesday,Safe Zone,34,Notified with Confirmation
Panic Button Device,"(15.502947, 80.062129)",Yes,Assault,8,In Progress,07-10-2024,17:47,Monday,Safe Zone,16,Notified with Confirmation
Panic Button Device,"(15.678599, 80.028707)",No,Teasing,24,Unresolved,18-04-2024,15:56,Thursday,High-risk Zone,42,Notified
Panic Button Device,"(15.569396, 80.188068)",Yes,Assault,7,Resolved,15-12-2024,04:28,Sunday,Safe Zone,44,Notified
Panic Button Device,"(15.611806, 80.154503)",No,Teasing,11,Resolved,17-06-2024,13:42,Monday,High-risk Zone,19,Notified with Delay
Smartwatch,"(15.693055, 80.055508)",Yes,Assault,3,Resolved,26-10-2024,02:58,Saturday,Safe Zone,19,Notified
Panic Button Device,"(15.658853, 80.058735)",No,Teasing,5,Resolved,25-12-2024,13:07,Wednesday,Safe Zone,29,Notified
Smartwatch,"(15.592211, 80.119913)",No,Teasing,28,Resolved,12-01-2024,06:57,Friday,High-risk Zone,43,Notified with Confirmation
Smartwatch,"(15.570461, 80.05014)",Yes,Teasing,12,Unresolved,04-05-2024,06:15,Saturday,Safe Zone,28,Notified with Delay
Panic Button Device,"(15.683612, 80.047827)",No,Assault,26,Resolved,03-01-2024,18:30,Wednesday,Moderate-risk Zone,24,Notified with Confirmation
Panic Button Device,"(15.531081, 80.191136)",Yes,Assault,14,Resolved,06-11-2024,04:59,Wednesday,Moderate-risk Zone,45,Notified
Panic Button Device,"(15.570686, 80.06515)",No,Teasing,19,Resolved,24-11-2024,18:16,Sunday,Moderate-risk Zone,32,Notified with Confirmation
Smartwatch,"(15.536694, 80.061624)",No,Assault,7,In Progress,28-02-2024,23:19,Wednesday,High-risk Zone,31,Notified
Mobile,"(15.647587, 80.171009)",Yes,Assault,21,Unresolved,12-12-2024,04:50,Thursday,High-risk Zone,44,Notified with Delay
Panic Button Device,"(15.615507, 80.180351)",Yes,Assault,6,In Progress,11-09-2024,00:03,Wednesday,High-risk Zone,37,Notified with Confirmation
Smartwatch,"(15.627347, 80.151999)",Yes,Assault,5,Unresolved,22-06-2024,17:16,Saturday,Safe Zone,43,Notified
Panic Button Device,"(15.662911, 80.080567)",No,Teasing,7,In Progress,09-12-2024,08:11,Monday,High-risk Zone,26,Notified
Panic Button Device,"(15.643696, 80.084363)",Yes,Assault,16,In Progress,23-05-2024,05:12,Thursday,Safe Zone,44,Notified with Delay
Mobile,"(15.615874, 80.169574)",No,Assault,9,In Progress,12-07-2024,15:58,Friday,Moderate-risk Zone,18,Notified with Delay
Smartwatch,"(15.605087, 80.076563)",No,Teasing,5,Unresolved,20-05-2024,09:32,Monday,Moderate-risk Zone,30,Notified
Panic Button Device,"(15.65246, 80.048068)",No,Assault,9,Unresolved,04-08-2024,12:18,Sunday,High-risk Zone,20,Notified with Delay
Panic Button Device,"(15.545983, 80.049294)",Yes,Assault,6,Resolved,23-04-2024,20:06,Tuesday,Moderate-risk Zone,38,Notified with Delay
Smartwatch,"(15.653141, 80.100297)",Yes,Teasing,22,In Progress,01-06-2024,11:21,Saturday,Safe Zone,16,Notified with Confirmation
Smartwatch,"(15.532536, 80.175807)",No,Assault,16,Resolved,22-10-2024,17:49,Tuesday,High-risk Zone,37,Notified
Panic Button Device,"(15.580109, 80.019834)",Yes,Teasing,17,In Progress,16-03-2024,15:58,Saturday,High-risk Zone,24,Notified with Confirmation
Panic Button Device,"(15.658507, 80.156518)",No,Teasing,6,Unresolved,12-08-2024,10:45,Monday,Safe Zone,34,Notified with Confirmation
Panic Button Device,"(15.532724, 80.159133)",Yes,Assault,2,Unresolved,14-09-2024,15:28,Saturday,High-risk Zone,33,Notified with Delay
Smartwatch,"(15.682664, 80.000986)",No,Assault,26,Unresolved,15-12-2024,21:03,Sunday,High-risk Zone,28,Notified with Confirmation
Mobile,"(15.589398, 80.031156)",No,Assault,20,In Progress,01-08-2024,15:28,Thursday,High-risk Zone,23,Notified with Delay
Smartwatch,"(15.669874, 80.14483)",No,Assault,23,Resolved,02-02-2024,06:22,Friday,Safe Zone,37,Notified with Confirmation
Mobile,"(15.614548, 80.072305)",No,Teasing,7,Unresolved,20-12-2024,14:26,Friday,High-risk Zone,34,Notified with Delay
Panic Button Device,"(15.692271, 80.113892)",No,Assault,5,In Progress,21-05-2024,19:03,Tuesday,High-risk Zone,25,Notified with Confirmation
Smartwatch,"(15.529762, 80.062789)",Yes,Teasing,23,Resolved,05-05-2024,17:03,Sunday,Moderate-risk Zone,24,Notified
Smartwatch,"(15.537707, 80.033684)",No,Teasing,22,Unresolved,05-03-2024,13:24,Tuesday,Safe Zone,38,Notified with Delay
Panic Button Device,"(15.654886, 80.186884)",No,Teasing,23,Resolved,10-10-2024,06:10,Thursday,High-risk Zone,40,Notified with Delay
Mobile,"(15.661917, 80.148332)",No,Assault,2,In Progress,16-10-2024,23:39,Wednesday,High-risk Zone,15,Notified
Panic Button Device,"(15.529257, 80.002092)",No,Assault,12,Resolved,26-06-2024,20:57,Wednesday,High-risk Zone,33,Notified with Delay
Mobile,"(15.655745, 80.107767)",Yes,Assault,23,In Progress,20-09-2024,23:39,Friday,Moderate-risk Zone,31,Notified with Confirmation
Panic Button Device,"(15.56825, 80.074979)",No,Teasing,7,Resolved,27-08-2024,05:03,Tuesday,Moderate-risk Zone,30,Notified with Confirmation
Panic Button Device,"(15.548327, 80.177919)",No,Assault,6,In Progress,31-01-2024,09:33,Wednesday,Safe Zone,32,Notified with Confirmation
Panic Button Device,"(15.587405, 80.098688)",Yes,Assault,27,In Progress,28-04-2024,20:17,Sunday,Moderate-risk Zone,23,Notified
Mobile,"(15.672518, 80.017171)",No,Teasing,14,Unresolved,30-01-2024,16:10,Tuesday,Moderate-risk Zone,18,Notified with Confirmation
Smartwatch,"(15.640344, 80.043348)",Yes,Assault,23,Resolved,25-03-2024,10:18,Monday,High-risk Zone,37,Notified with Delay
Mobile,"(15.630687, 80.155039)",Yes,Teasing,26,Unresolved,16-09-2024,08:05,Monday,High-risk Zone,38,Notified with Confirmation
Smartwatch,"(15.509164, 80.126149)",No,Teasing,30,Unresolved,27-12-2024,11:21,Friday,High-risk Zone,41,Notified with Delay
Smartwatch,"(15.504169, 80.04623)",Yes,Teasing,23,Resolved,13-11-2024,19:58,Wednesday,High-risk Zone,15,Notified
Mobile,"(15.546901, 80.080244)",Yes,Assault,2,In Progress,17-03-2024,08:30,Sunday,High-risk Zone,28,Notified with Delay
Smartwatch,"(15.684088, 80.050542)",Yes,Teasing,24,Resolved,24-06-2024,13:10,Monday,Safe Zone,37,Notified
Mobile,"(15.584497, 80.027615)",Yes,Teasing,8,In Progress,08-03-2024,04:00,Friday,Moderate-risk Zone,27,Notified
Smartwatch,"(15.519611, 80.033311)",No,Assault,11,In Progress,29-09-2024,17:54,Sunday,Moderate-risk Zone,38,Notified with Delay
Panic Button Device,"(15.555584, 80.081147)",No,Teasing,8,Unresolved,14-10-2024,16:56,Monday,High-risk Zone,22,Notified with Delay
Panic Button Device,"(15.524695, 80.053863)",Yes,Assault,7,Resolved,10-07-2024,05:30,Wednesday,Moderate-risk Zone,36,Notified
Smartwatch,"(15.501497, 80.052813)",Yes,Teasing,5,Unresolved,07-04-2024,09:33,Sunday,Moderate-risk Zone,37,Notified with Confirmation
Mobile,"(15.501863, 80.020404)",No,Teasing,4,Resolved,19-12-2024,06:11,Thursday,Moderate-risk Zone,35,Notified with Delay
Panic Button Device,"(15.55495, 80.122955)",No,Assault,30,Resolved,06-01-2024,23:12,Saturday,High-risk Zone,32,Notified with Delay
Panic Button Device,"(15.535697, 80.057228)",No,Assault,26,In Progress,11-03-2024,11:53,Monday,Moderate-risk Zone,26,Notified
Smartwatch,"(15.516149, 80.184851)",No,Teasing,23,Resolved,27-01-2024,19:32,Saturday,High-risk Zone,27,Notified with Confirmation
Smartwatch,"(15.596173, 80.096011)",Yes,Teasing,19,In Progress,30-07-2024,10:36,Tuesday,Moderate-risk Zone,35,Notified with Confirmation
Mobile,"(15.691568, 80.122313)",Yes,Teasing,7,Resolved,28-08-2024,02:15,Wednesday,Moderate-risk Zone,24,Notified
Panic Button Device,"(15.51387, 80.18002)",Yes,Assault,19,In Progress,23-02-2024,08:58,Friday,Moderate-risk Zone,36,Notified with Delay
Smartwatch,"(15.612838, 80.009324)",No,Assault,6,Unresolved,31-10-2024,11:08,Thursday,High-risk Zone,40,Notified with Confirmation
Panic Button Device,"(15.583428, 80.129492)",Yes,Assault,26,Resolved,15-01-2024,19:50,Monday,Safe Zone,25,Notified with Delay
Mobile,"(15.511139, 80.029287)",Yes,Assault,11,Unresolved,17-10-2024,03:35,Thursday,High-risk Zone,31,Notified with Delay
Smartwatch,"(15.582942, 80.065247)",Yes,Teasing,12,Resolved,07-02-2024,02:04,Wednesday,Safe Zone,41,Notified with Delay
Mobile,"(15.651648, 80.08656)",Yes,Assault,22,Unresolved,15-04-2024,04:22,Monday,Safe Zone,33,Notified with Confirmation
Smartwatch,"(15.599497, 80.194433)",No,Assault,19,Resolved,15-03-2024,01:28,Friday,Safe Zone,27,Notified
Mobile,"(15.649436, 80.162967)",Yes,Teasing,8,In Progress,25-12-2024,08:06,Wednesday,Safe Zone,38,Notified with Delay
Smartwatch,"(15.599036, 80.021381)",Yes,Assault,18,Unresolved,16-06-2024,02:05,Sunday,Moderate-risk Zone,44,Notified
Panic Button Device,"(15.678803, 80.152969)",No,Teasing,23,Resolved,28-02-2024,01:44,Wednesday,Safe Zone,28,Notified
Mobile,"(15.541883, 80.106849)",Yes,Teasing,13,In Progress,05-08-2024,03:06,Monday,High-risk Zone,27,Notified with Delay
Smartwatch,"(15.527785, 80.133476)",No,Teasing,14,Unresolved,05-01-2024,18:04,Friday,Safe Zone,44,Notified with Confirmation
Smartwatch,"(15.528629, 80.197174)",Yes,Teasing,30,Resolved,30-11-2024,04:33,Saturday,Moderate-risk Zone,19,Notified
Panic Button Device,"(15.560383, 80.014058)",No,Assault,30,Resolved,24-11-2024,01:56,Sunday,Safe Zone,29,Notified
Smartwatch,"(15.592291, 80.181827)",No,Teasing,21,Resolved,28-09-2024,04:01,Saturday,Moderate-risk Zone,29,Notified with Confirmation
Mobile,"(15.584781, 80.02441)",No,Assault,8,Resolved,24-08-2024,00:51,Saturday,Safe Zone,43,Notified
Panic Button Device,"(15.509797, 80.19851)",Yes,Assault,12,Unresolved,05-07-2024,10:04,Friday,Moderate-risk Zone,19,Notified with Delay
Mobile,"(15.643975, 80.077043)",Yes,Assault,9,Resolved,07-01-2024,17:33,Sunday,Safe Zone,38,Notified with Delay
Smartwatch,"(15.565853, 80.094578)",No,Assault,23,Unresolved,08-05-2024,21:12,Wednesday,Moderate-risk Zone,26,Notified
Mobile,"(15.654372, 80.03833)",Yes,Teasing,29,In Progress,21-03-2024,16:00,Thursday,Moderate-risk Zone,24,Notified with Confirmation
Smartwatch,"(15.513938, 80.162602)",Yes,Teasing,24,Unresolved,23-12-2024,14:28,Monday,Moderate-risk Zone,45,Notified with Delay
Smartwatch,"(15.670791, 80.190711)",No,Assault,5,Resolved,29-02-2024,18:31,Thursday,Moderate-risk Zone,25,Notified
Smartwatch,"(15.616007, 80.199057)",No,Teasing,14,In Progress,06-05-2024,08:42,Monday,High-risk Zone,23,Notified with Delay
Smartwatch,"(15.610916, 80.088152)",Yes,Teasing,19,Resolved,27-09-2024,04:38,Friday,Safe Zone,17,Notified with Delay
Mobile,"(15.509984, 80.102823)",No,Assault,7,Unresolved,22-09-2024,17:17,Sunday,High-risk Zone,22,Notified with Delay
Mobile,"(15.657107, 80.169176)",Yes,Assault,10,Unresolved,11-01-2024,06:11,Thursday,Safe Zone,15,Notified with Confirmation
Smartwatch,"(15.654694, 80.176531)",No,Teasing,30,Resolved,16-10-2024,10:49,Wednesday,Moderate-risk Zone,35,Notified with Delay
Panic Button Device,"(15.673881, 80.153278)",Yes,Assault,19,In Progress,24-02-2024,21:24,Saturday,Moderate-risk Zone,26,Notified with Confirmation
Mobile,"(15.687213, 80.086234)",Yes,Assault,2,Unresolved,09-08-2024,04:03,Friday,High-risk Zone,29,Notified with Delay
Mobile,"(15.63629, 80.032891)",No,Teasing,7,In Progress,23-10-2024,17:14,Wednesday,Moderate-risk Zone,43,Notified with Confirmation
Smartwatch,"(15.536122, 80.096521)",No,Assault,28,Unresolved,05-07-2024,09:21,Friday,High-risk Zone,18,Notified with Confirmation
Smartwatch,"(15.6458, 80.124697)",No,Teasing,19,In Progress,12-12-2024,07:00,Thursday,Safe Zone,45,Notified with Delay
Smartwatch,"(15.50258, 80.155206)",No,Teasing,17,Resolved,03-02-2024,01:36,Saturday,Moderate-risk Zone,38,Notified with Confirmation
Panic Button Device,"(15.679889, 80.057352)",No,Assault,4,In Progress,28-05-2024,21:49,Tuesday,Safe Zone,42,Notified with Confirmation
Mobile,"(15.687583, 80.055827)",No,Assault,19,In Progress,19-11-2024,07:31,Tuesday,Safe Zone,27,Notified with Confirmation
Panic Button Device,"(15.556969, 80.015867)",Yes,Assault,14,Unresolved,14-05-2024,03:07,Tuesday,Moderate-risk Zone,42,Notified with Delay
Panic Button Device,"(15.636393, 80.002021)",No,Assault,12,Resolved,23-01-2024,17:15,Tuesday,Moderate-risk Zone,19,Notified
